show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s3742;TV Show;Puella Magi Madoka Magica;Unknown;2019-06-15;2011;Teens;One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls.;1;Seasons
s3743;TV Show;Somewhere Only We Know;Unknown;2019-06-15;2019;Adults;A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.;1;Seasons
s3744;TV Show;The Alcàsser Murders;Elías León;2019-06-15;2019;Adults;New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.;1;Seasons
s3745;TV Show;Unit 42;Unknown;2019-06-15;2017;Adults;A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.;1;Seasons
s3746;TV Show;Awake: The Million Dollar Game;Unknown;2019-06-14;2019;Older Kids;Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.;1;Seasons
s3747;TV Show;Black Spot;Unknown;2019-06-14;2019;Adults;A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.;2;Seasons
s3748;Movie;DJ Cinderella;Bruno Garotti;2019-06-14;2019;Older Kids;Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix.;95;Minutes
s3749;TV Show;El desconocido;Unknown;2019-06-14;2019;Adults;Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.;2;Seasons
s3750;TV Show;Girlfriends' Guide to Divorce;Unknown;2019-06-14;2019;Adults;After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée.;5;Seasons
s3751;TV Show;Leila;Unknown;2019-06-14;2019;Adults;In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago.;1;Seasons
s3752;TV Show;Marlon;Unknown;2019-06-14;2018;Teens;After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids.;2;Seasons
s3753;TV Show;Marvel's Jessica Jones;Unknown;2019-06-14;2019;Adults;Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.;3;Seasons
s3754;Movie;Murder Mystery;Kyle Newacheck;2019-06-14;2019;Teens;On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.;98;Minutes
s3755;TV Show;Yankee;Unknown;2019-06-14;2019;Adults;On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking – with the help of modern technology.;1;Seasons
s3756;TV Show;Jinn;Unknown;2019-06-13;2019;Adults;On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground.;1;Seasons
s3757;Movie;Oprah Presents When They See Us Now;Mark Ritchie;2019-06-13;2019;Older Kids;Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in When They See Us.;61;Minutes
s3758;Movie;The 3rd Eye 2;Rocky Soraya;2019-06-13;2019;Adults;Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong.;117;Minutes
s3759;Movie;Jo Koy: Comin' In Hot;Shannon Hartman;2019-06-12;2019;Adults;Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more.;60;Minutes
s3760;Movie;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;Martin Scorsese;2019-06-12;2019;Adults;In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.;142;Minutes
s3761;TV Show;Upin & Ipin;Unknown;2019-06-10;2011;Kids;Two mischievous yet lovable five-year-old twins and their friends enjoy daily life and new discoveries with the residents of their Malaysian village.;1;Seasons
s3762;Movie;Belmonte;Federico Veiroj;2019-06-07;2018;Adults;An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.;74;Minutes
s3763;TV Show;Designated Survivor;Unknown;2019-06-07;2019;Adults;America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.;3;Seasons
s3764;Movie;Elisa & Marcela;Isabel Coixet;2019-06-07;2019;Adults;In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events.;119;Minutes
s3765;Movie;I Am Mother;Grant Sputore;2019-06-07;2019;Older Kids;Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human.;114;Minutes
s3766;Movie;Luka Chuppi;Laxman Utekar;2019-06-07;2019;Older Kids;Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.;125;Minutes
s3767;Movie;Pachamama;Juan Antin;2019-06-07;2019;Older Kids;When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back.;71;Minutes
s3768;Movie;Rock My Heart;Hanno Olderdissen;2019-06-07;2019;Older Kids;After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race.;110;Minutes
s3769;Movie;Stree;Amar Kaushik;2019-06-07;2018;Adults;Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her.;127;Minutes
s3770;TV Show;Super Monsters Monster Pets;Unknown;2019-06-07;2019;Kids;The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!;1;Seasons
s3771;TV Show;Tales of the City;Unknown;2019-06-07;2019;Adults;Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane.;1;Seasons
s3772;Movie;The Black Godfather;Reginald Hudlin;2019-06-07;2019;Adults;This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.;118;Minutes
s3773;Movie;Alles ist gut;Eva Trobisch;2019-06-06;2019;Adults;A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.;90;Minutes
s3774;Movie;A Silent Voice;Naoko Yamada;2019-06-05;2016;Teens;A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.;130;Minutes
s3775;TV Show;Black Mirror;Unknown;2019-06-05;2019;Adults;This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.;5;Seasons
s3776;Movie;Cosmos Laundromat: First Cycle;Mathieu Auvray;2019-06-04;2015;Adults;Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime.;12;Minutes
s3777;Movie;Miranda Sings Live…Your Welcome;Marcus Raboy;2019-06-04;2019;Teens;Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and magichinry.;62;Minutes
s3778;Movie;Silent;Limbert Fabian, Brandon Oldenburg;2019-06-04;2014;Kids;Silent is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.;3;Minutes
s3779;TV Show;Documentary Now!;Unknown;2019-06-03;2019;Teens;Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as Grey Gardens and The Thin Blue Line.;3;Seasons
s3780;TV Show;Malibu Rescue: The Series;Unknown;2019-06-03;2019;Kids;On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.;1;Seasons
s3781;TV Show;Arthdal Chronicles;Unknown;2019-06-02;2019;Adults;In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.;1;Seasons
s3782;Movie;Krutant;Datta Mohan Bhandare;2019-06-02;2019;Teens;When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.;114;Minutes
s3783;TV Show;A Thousand Goodnights;Unknown;2019-06-01;2019;Teens;To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.;1;Seasons
s3784;Movie;III Smoking Barrels;Sanjib Dey;2019-06-01;2017;Adults;In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.;128;Minutes
s3785;TV Show;March Comes in Like a Lion;Unknown;2019-06-01;2017;Teens;Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.;2;Seasons
s3786;Movie;Oh, Ramona!;Cristina Jacob;2019-06-01;2019;Adults;Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.;109;Minutes
s3787;Movie;We Are Legends;Daniel Yee Heng Chan;2019-06-01;2019;Teens;Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.;109;Minutes
s3788;TV Show;Bad Blood;Unknown;2019-05-31;2019;Adults;This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.;2;Seasons
s3789;Movie;Chopsticks;Sachin Yardi;2019-05-31;2019;Adults;A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.;101;Minutes
s3790;TV Show;Killer Ratings;Unknown;2019-05-31;2019;Adults;Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.;1;Seasons
s3791;Movie;Mere Pyare Prime Minister;Rakeysh Omprakash Mehra;2019-05-31;2019;Adults;When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.;103;Minutes
s3792;Movie;Pegasus;Han Han;2019-05-31;2019;Adults;After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.;98;Minutes
s3793;TV Show;When They See Us;Unknown;2019-05-31;2019;Adults;Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.;1;Seasons
s3794;Movie;Svaha: The Sixth Finger;Jang Jae-hyun;2019-05-30;2019;Adults;A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.;123;Minutes
s3795;TV Show;Historical Roasts;Unknown;2019-05-27;2019;Adults;Roastmaster General Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.;1;Seasons
s3796;Movie;After Maria;Nadia Hallgren;2019-05-24;2019;Older Kids;Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.;38;Minutes
s3797;TV Show;Hyper HardBoiled Gourmet Report;Unknown;2019-05-24;2017;Adults;To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential.;1;Seasons
s3798;Movie;Joy;Sudabeh Mortezai;2019-05-24;2019;Adults;Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.;101;Minutes
s3799;Movie;Rim of the World;McG;2019-05-24;2019;Teens;Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.;99;Minutes
s3800;TV Show;She's Gotta Have It;Unknown;2019-05-24;2018;Adults;Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.;2;Seasons
s3801;Movie;The Perfection;Richard Shepard;2019-05-24;2019;Adults;In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.;91;Minutes
s3802;TV Show;WHAT / IF;Unknown;2019-05-24;2019;Adults;Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.;1;Seasons
s3803;Movie;The Lonely Island Presents: The Unauthorized Bash Brothers Experience;Mike Diva, Akiva Schaffer;2019-05-23;2019;Adults;The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.;30;Minutes
s3804;Movie;A Tale of Two Kitchens;Trisha Ziff;2019-05-22;2019;Older Kids;Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture.;30;Minutes
s3805;Movie;The Man Who Feels No Pain;Vasan Bala;2019-05-22;2018;Teens;Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy.;137;Minutes
s3806;Movie;Wanda Sykes: Not Normal;Linda Mendoza;2019-05-21;2019;Adults;Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.;66;Minutes
s3807;TV Show;Prince of Peoria;Unknown;2019-05-20;2019;Kids;A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.;2;Seasons
s3808;TV Show;Rosario Tijeras;Unknown;2019-05-20;2018;Adults;Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.;2;Seasons
s3809;TV Show;1994;Diego Enrique Osorno;2019-05-17;2019;Adults;Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.;1;Seasons
s3810;Movie;Born in Gaza;Hernán Zin;2019-05-17;2014;Teens;This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.;70;Minutes
s3811;Movie;Born in Syria;Hernán Zin;2019-05-17;2016;Teens;This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.;87;Minutes
s3812;Movie;Dying to Tell;Hernán Zin;2019-05-17;2018;Adults;Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work.;88;Minutes
s3813;TV Show;It's Bruno!;Unknown;2019-05-17;2019;Adults;An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.;1;Seasons
s3814;Movie;Maria;Pedring A. Lopez;2019-05-17;2019;Adults;An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.;90;Minutes
s3815;Movie;ReMastered: The Lion's Share;Sam Cullman;2019-05-17;2019;Teens;After discovering the family of Solomon Linda, the writer of The Lion Sleeps Tonight, a reporter tries to help them fight for fair compensation.;84;Minutes
s3816;Movie;Saverio Raimondo: Il Satiro Parlante;Francesco Imperato;2019-05-17;2019;Adults;Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.;53;Minutes
s3817;Movie;See You Yesterday;Stefon Bristol;2019-05-17;2019;Adults;As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.;87;Minutes
s3818;TV Show;White Gold;Unknown;2019-05-17;2019;Adults;In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window.;2;Seasons
s3819;Movie;Good Sam;Kate Melville;2019-05-16;2019;Older Kids;A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.;90;Minutes
s3820;Movie;Jonaki;Aditya Vikram Sengupta;2019-05-16;2018;Adults;In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux.;96;Minutes
s3821;Movie;PATRICK (2019);Mandie Fletcher;2019-05-16;2019;Older Kids;When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life.;94;Minutes
s3822;TV Show;Dennis and Gnasher Unleashed;Unknown;2019-05-15;2017;Kids;Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown.;1;Seasons
s3823;Movie;Hamid;Aijaz Khan;2019-05-15;2018;Adults;Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up.;108;Minutes
s3824;TV Show;Heidi, bienvenida a casa;Unknown;2019-05-15;2017;Kids;Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city.;1;Seasons
s3825;TV Show;I Hear You;Unknown;2019-05-15;2019;Teens;Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show.;1;Seasons
s3826;Movie;Backdraft 2;Gonzalo López-Gallego;2019-05-14;2019;Adults;In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption.;102;Minutes
s3827;TV Show;Revisions;Unknown;2019-05-14;2018;Teens;When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.;1;Seasons
s3828;Movie;Still LAUGH-IN: The Stars Celebrate;Unknown;2019-05-14;2019;Adults;This celebration of the groundbreaking comedy show Laugh-In stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more.;61;Minutes
s3829;Movie;Weed the People;Abby Epstein;2019-05-14;2018;Adults;Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential.;94;Minutes
s3830;Movie;Malibu Rescue;Savage Steve Holland;2019-05-13;2019;Kids;When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.;70;Minutes
s3831;Movie;Merata: How Mum Decolonised the Screen;Hepi Mita;2019-05-12;2018;Teens;New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.;88;Minutes
s3832;TV Show;The Defected;Unknown;2019-05-12;2019;Teens;After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.;1;Seasons
s3833;Movie;Dry Martina;Che Sandoval;2019-05-11;2018;Adults;An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.;100;Minutes
s3834;Movie;Shéhérazade;Jean-Bernard Marlin;2019-05-11;2019;Adults;Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.;111;Minutes
s3835;Movie;The Great Magician;Yee Tung-Shing;2019-05-11;2011;Teens;In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals.;128;Minutes
s3836;TV Show;Easy;Unknown;2019-05-10;2019;Adults;This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture.;3;Seasons
s3837;Movie;In Family I Trust;Patricia Font;2019-05-10;2018;Adults;After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.;98;Minutes
s3838;TV Show;Jailbirds;Unknown;2019-05-10;2019;Adults;At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside.;1;Seasons
s3839;TV Show;The Mechanism;Unknown;2019-05-10;2019;Adults;A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.;2;Seasons
s3840;TV Show;The Princess Weiyoung;Unknown;2019-05-10;2016;Teens;A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.;1;Seasons
s3841;TV Show;The Society;Unknown;2019-05-10;2019;Adults;When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.;1;Seasons
s3842;Movie;Wine Country;Amy Poehler;2019-05-10;2019;Adults;When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute.;104;Minutes
s3843;Movie;Gatao 2: Rise of the King;Yen Cheng-kuo;2019-05-09;2018;Adults;When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss.;126;Minutes
s3844;TV Show;Away From Home;Unknown;2019-05-08;2015;Older Kids;A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.;1;Seasons
s3845;TV Show;Bibik-Bibikku;Unknown;2019-05-08;2016;Older Kids;When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results.;1;Seasons
s3846;TV Show;Cinta 100KG;Unknown;2019-05-08;2016;Teens;Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals.;1;Seasons
s3847;TV Show;Cinta Iris;Unknown;2019-05-08;2015;Older Kids;Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life.;1;Seasons
s3848;TV Show;Cinta Si Wedding Planner;Unknown;2019-05-08;2015;Teens;A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.;1;Seasons
s3849;TV Show;Cinta Teruna Kimchi;Unknown;2019-05-08;2016;Older Kids;When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self.;1;Seasons
s3850;TV Show;Secret of Success;Unknown;2019-05-08;2015;Teens;An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.;1;Seasons
s3851;TV Show;The Missing Menu;Unknown;2019-05-08;2016;Older Kids;A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.;1;Seasons
s3852;TV Show;Unchained Fate;Unknown;2019-05-08;2016;Teens;A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more.;1;Seasons
s3853;TV Show;Abyss;Unknown;2019-05-07;2019;Teens;After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.;1;Seasons
s3854;TV Show;I Have a Script;Unknown;2019-05-07;2019;Teens;After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.;1;Seasons
s3855;TV Show;In the Bosom of a Thorn;Unknown;2019-05-07;2019;Teens;After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later.;1;Seasons
s3856;TV Show;The Writer;Unknown;2019-05-07;2019;Teens;When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.;1;Seasons
s3857;TV Show;What If?;Unknown;2019-05-07;2019;Teens;Four individuals at a crossroads in life are given the chance to take both paths, and decide which road is best for them.;1;Seasons
s3858;Movie;Last Breath;Alex Parkinson, Richard da Costa;2019-05-06;2019;Adults;A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself.;86;Minutes
s3859;Movie;The Wandering Earth;Frant Gwo;2019-05-06;2019;Adults;A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.;125;Minutes
s3860;Movie;All In My Family;Hao Wu;2019-05-03;2019;Teens;After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.;40;Minutes
s3861;TV Show;Crime Diaries: Night Out;Felipe Cano;2019-05-03;2019;Adults;After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.;1;Seasons
s3862;TV Show;Cupcake & Dino - General Services;Unknown;2019-05-03;2019;Older Kids;An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.;2;Seasons
s3863;Movie;Despite Everything;Gabriela Tagliavini;2019-05-03;2019;Adults;After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy.;79;Minutes
s3864;Movie;Extremely Wicked, Shockingly Evil and Vile;Joe Berlinger;2019-05-03;2019;Adults;Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.;110;Minutes
s3865;TV Show;Flinch;Unknown;2019-05-03;2019;Older Kids;Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.;1;Seasons
s3866;Movie;Jo Pil-ho: The Dawning Rage;Lee Jeong-beom;2019-05-03;2018;Adults;On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late.;128;Minutes
s3867;Movie;The Last Summer;William Bindley;2019-05-03;2019;Teens;Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.;110;Minutes
s3868;TV Show;Tuca & Bertie;Unknown;2019-05-03;2019;Adults;Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.;1;Seasons
s3869;Movie;Laatu;Manav Shah;2019-05-02;2018;Older Kids;A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.;116;Minutes
s3870;Movie;Olympus Has Fallen;Antoine Fuqua;2019-05-02;2013;Adults;A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.;119;Minutes
s3871;TV Show;Code Geass: Lelouch of the Rebellion;Unknown;2019-05-01;2008;Adults;A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.;2;Seasons
s3872;Movie;John & Yoko: Above Us Only Sky;Michael Epstein;2019-05-01;2018;Adults;Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”;90;Minutes
s3873;Movie;Knock Down The House;Rachel Lears;2019-05-01;2019;Older Kids;Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.;88;Minutes
s3874;Movie;Munafik 2;Syamsul Yusof;2019-05-01;2018;Adults;Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.;104;Minutes
s3875;Movie;Sur Sapata;Mangesh Kanthale;2019-05-01;2019;Teens;A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.;140;Minutes
s3876;Movie;A Home with A View;Herman Yau;2019-04-30;2019;Adults;When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.;92;Minutes
s3877;TV Show;Angel 'N' Devil;Unknown;2019-04-30;2014;Teens;In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons.;1;Seasons
s3878;Movie;Anthony Jeselnik: Fire in the Maternity Ward;Marcus Raboy;2019-04-30;2019;Adults;Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.;64;Minutes
s3879;TV Show;Hong Kong West Side Stories;Unknown;2019-04-30;2018;Adults;The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.;1;Seasons
s3880;TV Show;Ingress: The Animation;Unknown;2019-04-30;2018;Adults;After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.;1;Seasons
s3881;TV Show;K.O. One Re-act;Unknown;2019-04-30;2013;Teens;As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.;1;Seasons
s3882;TV Show;K.O.3an Guo;Unknown;2019-04-30;2009;Teens;In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan.;1;Seasons
s3883;TV Show;KO One Return;Unknown;2019-04-30;2012;Adults;A time quake propels Wang Dadong into the future, where he encounters a classmate named King who presides over the KO One.;1;Seasons
s3884;TV Show;The Outsiders;Unknown;2019-04-30;2004;Adults;A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.;1;Seasons
s3885;TV Show;Ash vs. Evil Dead;Unknown;2019-04-29;2018;Adults;Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch.;3;Seasons
s3886;Movie;Teen Aur Aadha;Dar Gai;2019-04-29;2018;Adults;At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.;119;Minutes
s3887;TV Show;Señora Acero;Unknown;2019-04-28;2018;Adults;When her drug-trafficking husband dies, an unassuming woman stakes her own claim in the business in order to care for her gravely ill son.;5;Seasons
